"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant du lieu dans la version du référentiel interne au SIA (RI_026)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Historique (rico:history)"
"place/FRAN_RI_026-d3nzuenl4x--h6vxqs3tklx3","d3nzuenl4x--h6vxqs3tklx3","Abbaye (prison de l')",,
"place/FRAN_RI_026-d3nzueo3w2-1t5nm8l146s5d","d3nzueo3w2-1t5nm8l146s5d","Abbaye-aux-Bois",,
"place/FRAN_RI_026-d3nzueofj3-jghrak7aqao7","d3nzueofj3-jghrak7aqao7","Achy (hôtel d')",,
"place/FRAN_RI_026-d3nzueor65-sqbk64qbjq9t","d3nzueor65-sqbk64qbjq9t","Affaires étrangères (hôtel du ministre des)",,
"place/FRAN_RI_026-d3nzuep2t7--cscp4udgoi5i","d3nzuep2t7--cscp4udgoi5i","Agen (collège d')",,
"place/FRAN_RI_026-d3nzuepeg9--1j9cwm6roemt1","d3nzuepeg9--1j9cwm6roemt1","Agenois (hôtel d')",,
"place/FRAN_RI_026-d3m0cuh2ile-rj8vn3pw2jtk","d3m0cuh2ile-rj8vn3pw2jtk","Aguesseau (marché d')",,
"place/FRAN_RI_026-d5bknwty11-ji0uqk56tqfz","d5bknwty11-ji0uqk56tqfz","Aigle d'Or (enseigne de l')",,
"place/FRAN_RI_026-d5bknwlkgl--1w7lizj16j8px","d5bknwlkgl--1w7lizj16j8px","Aigle d'Or (hôtel de l')",,"Rue Gît-le-Coeur."
"place/FRAN_RI_026-d5bknw9v99--9t8am5jtpbk1","d5bknw9v99--9t8am5jtpbk1","Aigle Royal (enseigne de l')",,
"place/FRAN_RI_026-d3nzueqf3h--iiul59y60fop","d3nzueqf3h--iiul59y60fop","Aiguillon (hôtel d')",,
"place/FRAN_RI_026-d5bknxrpkh--syalwtqlafl6","d5bknxrpkh--syalwtqlafl6","Akermann (hôtel)",,"Rue du Faubourg-Poissonnière. Voir aussi Chéret (hôtel)."
"place/FRAN_RI_026-d3nzuerfqp-owebv47396dq","d3nzuerfqp-owebv47396dq","Albe (hôtel garni d')",,
"place/FRAN_RI_026-d3nzuerypl--1121un1u4ptwn","d3nzuerypl--1121un1u4ptwn","Alençon (hôtel d')",,
"place/FRAN_RI_026-d3nzuesuec--s9tbm1fisrtn","d3nzuesuec--s9tbm1fisrtn","Aligre (hôtel d')","Harlay (hôtel d') | Maupéou (hôtel de) | Beauharnais (hôtel de)","Rue de l'Université."
"place/FRAN_RI_026-d3nzuet7rg--1azorh4i2na5a","d3nzuet7rg--1azorh4i2na5a","Alma (hôtel de l')",,
"place/FRAN_RI_026-d3nzuetju1--ht9mbdk8j7kb","d3nzuetju1--ht9mbdk8j7kb","Ambassadeurs (hôtel des)",,
"place/FRAN_RI_026-d5bknwvemi--139r0vrovfts2","d5bknwvemi--139r0vrovfts2","Ambigu Comique (théâtre de l')",,
"place/FRAN_RI_026-d3nzueuulz--1h585kblrud7e","d3nzueuulz--1h585kblrud7e","Ancre (hôtel du maréchal d')",,
"place/FRAN_RI_026-d5bknxvtvg--1f4vmgk31vsgo","d5bknxvtvg--1f4vmgk31vsgo","Ane Rayé (enseigne de l')",,
"place/FRAN_RI_026-d5bknxv2hw-1qb4057cce28z","d5bknxv2hw-1qb4057cce28z","Ange (enseigne de l')",,
"place/FRAN_RI_026-d5bknw16p2--1xv9ndxl7occx","d5bknw16p2--1xv9ndxl7occx","Ange d'Or (enseigne de l')",,
"place/FRAN_RI_026-d5bknxf5r7-1om0h5k9pf3xr","d5bknxf5r7-1om0h5k9pf3xr","Angennes de Rambouillet (hôtel d')",,"Place des Vosges."
"place/FRAN_RI_026-d3nzuevm7a--14zhgbkeqifuc","d3nzuevm7a--14zhgbkeqifuc","Angivilliers (hôtel d')",,"Rue de l'Oratoire."
"place/FRAN_RI_026-d3nzuevzcn-zkoiic3wmp88","d3nzuevzcn-zkoiic3wmp88","Angleterre (hôtel d')",,
"place/FRAN_RI_026-d3nzuewb7g--1wkexqd4j2avz","d3nzuewb7g--1wkexqd4j2avz","Angoulême (hôtel d')",,"Rue Pavée. Voir aussi Lamoignon (hôtel de)."
"place/FRAN_RI_026-d3nzuewna0-8vu9tj30z9ps","d3nzuewna0-8vu9tj30z9ps","Anjou (hôtel d')",,
"place/FRAN_RI_026-d3nzuexhvy-dtrvb24gfwmn","d3nzuexhvy-dtrvb24gfwmn","Annonciades (couvent des)",,
"place/FRAN_RI_026-d5bknwd9ws--9a17dmsu6ie3","d5bknwd9ws--9a17dmsu6ie3","Annonciation (enseigne de l')",,
"place/FRAN_RI_026-d3nzuey7bn-11okqyvl7mscr","d3nzuey7bn-11okqyvl7mscr","Antin (hôtel d')",,
"place/FRAN_RI_026-d5bknwsv87-sq5gkgubpaic","d5bknwsv87-sq5gkgubpaic","Arbalète (enseigne de l')",,
"place/FRAN_RI_026-d5bknwxwy0-99qhva6rw0kx","d5bknwxwy0-99qhva6rw0kx","Arche de Noé (enseigne de l')",,
"place/FRAN_RI_026-d3nzueyjtq--1b62kkbb1x6kh","d3nzueyjtq--1b62kkbb1x6kh","Archevêché (palais de l')",,
"place/FRAN_RI_026-d3nzueywjl-12xldc14qbudm","d3nzueywjl-12xldc14qbudm","Argenson (hôtel d')",,
"place/FRAN_RI_026-d5bknxdoq7-i3ss1tv74fzt","d5bknxdoq7-i3ss1tv74fzt","Argenterie (enseigne de l')",,
"place/FRAN_RI_026-d3nzuez8m5--nrjg52utaztz","d3nzuez8m5--nrjg52utaztz","Armentières (hôtel d')",,
"place/FRAN_RI_026-d5bknwp2ci-b8yz4n53t7to","d5bknwp2ci-b8yz4n53t7to","Armoirie des Peintres et Sculpteurs (enseigne de l')",,
"place/FRAN_RI_026-d3nzuezkoq-f5m06yvn1b9n","d3nzuezkoq-f5m06yvn1b9n","Arras (collège d')",,
"place/FRAN_RI_026-d3nzuezwra-1nk248d60jdpz","d3nzuezwra-1nk248d60jdpz","Arsenal",,
"place/FRAN_RI_026-d3nzuf091m-68uilr5a18w","d3nzuf091m-68uilr5a18w","Arsenal (bibliothèque de l')",,
"place/FRAN_RI_026-d3m0cuhfzvn--r2ainxp63el1","d3m0cuhfzvn--r2ainxp63el1","Arsenal (enclos)",,
"place/FRAN_RI_026-d3nzuf0kgx-16qx61iagbfam","d3nzuf0kgx-16qx61iagbfam","Arsenal (gare de l')",,
"place/FRAN_RI_026-d5bknw95e2--cr1nnynqzavt","d5bknw95e2--cr1nnynqzavt","Arsenal (pavillon de l')",,
"place/FRAN_RI_026-d3nzuf0wjh--h1crvyvd6mgp","d3nzuf0wjh--h1crvyvd6mgp","Artois (hôtel d')",,
"place/FRAN_RI_026-d5bknwzj58-1jakt61cgk9fo","d5bknwzj58-1jakt61cgk9fo","Arts (enseigne des)",,
"place/FRAN_RI_026-d3nzuf186j--560ydkm4xu1b","d3nzuf186j--560ydkm4xu1b","Arts (hôtel garni des)",,
"place/FRAN_RI_026-d3m0cug73ky-1fgm2723f122i","d3m0cug73ky-1fgm2723f122i","Arts et Métiers (conservatoire national des)","Saint-Martin (prison) | Saint-Martin-des-Champs (prison)",
"place/FRAN_RI_026-d3nzuf1vgm-1bevd7p41d98w","d3nzuf1vgm-1bevd7p41d98w","Assomption (caserne de l')",,
"place/FRAN_RI_026-d5bknwcrdf-5ch8hcv7bj28","d5bknwcrdf-5ch8hcv7bj28","Assurance (enseigne de l')",,
"place/FRAN_RI_026-d5bknx8q8t--11ltkr9n7yeuh","d5bknx8q8t--11ltkr9n7yeuh","Audience (enseigne de l')",,
"place/FRAN_RI_026-d3nzuf273o--1baca0gnh80bt","d3nzuf273o--1baca0gnh80bt","Augny (hôtel d')",,
"place/FRAN_RI_026-d5bknxuy6p-1588bd5570545","d5bknxuy6p-1588bd5570545","Augustines Anglaises (couvent des)",,
"place/FRAN_RI_026-d3m0cuhfkfg--inhl0z56n3h0","d3m0cuhfkfg--inhl0z56n3h0","Augustines de la Congrégation de Notre-Dame (couvent des)",,
"place/FRAN_RI_026-d3m0cuhaao8--134d9o4lwolyu","d3m0cuhaao8--134d9o4lwolyu","Augustins réformés (couvent des)","Augustins déchaussés (couvent des) | Petits Pères (couvent des)",
"place/FRAN_RI_026-d3nzuf3qa9--1izhnhz8dg9wk","d3nzuf3qa9--1izhnhz8dg9wk","Aumont (hôtel d')",,"Cette dénomination correspond à 2 hôtels situés particuliers : l'un situé rue de Jouy, l'autre rue Caumartin."
"place/FRAN_RI_026-d3nzuf41xb--6e30qgzk1aln","d3nzuf41xb--6e30qgzk1aln","Austerlitz (gare d')","Orléans (gare d')",
"place/FRAN_RI_026-d5bknxrbrt--1p3ecz6k4r7kw","d5bknxrbrt--1p3ecz6k4r7kw","Autruche (enseigne de l')",,
"place/FRAN_RI_026-d3nzuf4hnt--qsz1qz8x9n0z","d3nzuf4hnt--qsz1qz8x9n0z","Autun (collège d')",,
"place/FRAN_RI_026-d3nzuf4ulf-1hk51cnqf4tz9","d3nzuf4ulf-1hk51cnqf4tz9","Auvergne (hôtel d')",,
"place/FRAN_RI_026-d3nzuf560p--14asg6dlqvzrl","d3nzuf560p--14asg6dlqvzrl","Ave-Maria (caserne de l')","Ave-Maria (couvent de l')",
"place/FRAN_RI_026-d3nzuf5hnr--17x4zeeg1v2zl","d3nzuf5hnr--17x4zeeg1v2zl","Ave-Maria (collège de l')","Hubant (collège de)",
"place/FRAN_RI_026-d3nzuf5t31-934jx1ndeqf2","d3nzuf5t31-934jx1ndeqf2","Avranches (hôtel d')",,
"place/FRAN_RI_026-d3nzuf6gkw-1iiee7hfovwsm","d3nzuf6gkw-1iiee7hfovwsm","Bagatelle (château de)",,
"place/FRAN_RI_026-d5bknwt4a4-1x8pc01bdfado","d5bknwt4a4-1x8pc01bdfado","Bain Royal (enseigne du)",,
"place/FRAN_RI_026-d3nzuf7arb--1c4p3j5kuvm6g","d3nzuf7arb--1c4p3j5kuvm6g","Bains (hôtel des)",,
"place/FRAN_RI_026-d5bknxtt0i--1tcdqowhogobr","d5bknxtt0i--1tcdqowhogobr","Bains du duc d'Orléans (enseigne aux)",,
"place/FRAN_RI_026-d3nzuf7n9e--iy9yden0rjli","d3nzuf7n9e--iy9yden0rjli","Balagny (hôtel de)",,
"place/FRAN_RI_026-d5bknw47c6-14qg6wdlbkuy3","d5bknw47c6-14qg6wdlbkuy3","Balance (enseigne de la)",,
"place/FRAN_RI_026-d5bknwq11w-17ebvbffkq7dg","d5bknwq11w-17ebvbffkq7dg","Bannière de France (enseigne de la)",,
"place/FRAN_RI_026-d3nzuf7ywg--1sxu1q0gf3klt","d3nzuf7ywg--1sxu1q0gf3klt","Banque royale (hôtel de la)",,
"place/FRAN_RI_026-d5bknw5u6p--1gv681s0e0ipk","d5bknw5u6p--1gv681s0e0ipk","Barbe d'Or (enseigne de la)",,
"place/FRAN_RI_026-d5bknwyhf7--s0swqn1yh7bg","d5bknwyhf7--s0swqn1yh7bg","Barillet (enseigne du)",,
"place/FRAN_RI_026-d5bknw55m1--sfork5x8su0n","d5bknw55m1--sfork5x8su0n","Barillet d'Argent (enseigne du)",,
"place/FRAN_RI_026-d5bknwjvgh-yn1waq63isq3","d5bknwjvgh-yn1waq63isq3","Barillet d'Or (enseigne du)",,
"place/FRAN_RI_026-d3nzuf8bej--111qbpdes02nv","d3nzuf8bej--111qbpdes02nv","Barnabites (couvent des)",,
"place/FRAN_RI_026-d3nzufa24q-mqho8g266v1a","d3nzufa24q-mqho8g266v1a","Barthélemy d'Hervart (hôtel)",,
"place/FRAN_RI_026-d5bknxl054--6abcuf51ld87","d5bknxl054--6abcuf51ld87","Bastille","Bastille (prison de la) | Bastille (forteresse de la)",
"place/FRAN_RI_026-d3nzufaiii--1moil3syyejh1","d3nzufaiii--1moil3syyejh1","Bastille (éléphant de la)","Bastille (fontaine de la)",
"place/FRAN_RI_026-d5bknx2m5p-x0jmcbi5ckuj","d5bknx2m5p-x0jmcbi5ckuj","Bastille (enseigne de la)",,
"place/FRAN_RI_026-d3nzufaudb-16vibx77arjqm","d3nzufaudb-16vibx77arjqm","Bastille (gare d'eau de la)",,
"place/FRAN_RI_026-d5bknwkgsq-osixrnycxdc6","d5bknwkgsq-osixrnycxdc6","Bâteau Roi (enseigne du)",,
"place/FRAN_RI_026-d3nzufc9vz--8tcoxqity82k","d3nzufc9vz--8tcoxqity82k","Baudelocque (hôpital)",,
"place/FRAN_RI_026-d5bknwiazb-6enm77dv18s2","d5bknwiazb-6enm77dv18s2","Bautru Colbert (hôtel de)",,"Rue Neuve-des-Petits-Champs. Actuellement galeries Colbert et Vivienne."
"place/FRAN_RI_026-d3nzufcmlu-lm80x6e5bld4","d3nzufcmlu-lm80x6e5bld4","Bayeux (collège de)",,
"place/FRAN_RI_026-d3nzufcygn--gz532vlqas7p","d3nzufcygn--gz532vlqas7p","Bayonne (hôtel de)",,
"place/FRAN_RI_026-d3nzufda3p--1o92mzjjsa7hj","d3nzufda3p--1o92mzjjsa7hj","Beaufort (hôtel de)",,
"place/FRAN_RI_026-d3nzufdlyi--nubdzkt765h9","d3nzufdlyi--nubdzkt765h9","Beaujon (hôpital)","Saint-Nicolas (hôpital) | Roule (hospice du)",
"place/FRAN_RI_026-d5bknx3knc--jp8fx639z88i","d5bknx3knc--jp8fx639z88i","Beau Treillis (enseigne du)",,
"place/FRAN_RI_026-d3nzufeiia-1rkaz6gzmzid","d3nzufeiia-1rkaz6gzmzid","Beauvais (collège de)","Dormans (collège de)",
"place/FRAN_RI_026-d3nzufeygj--1v8fx0ksnknza","d3nzufeygj--1v8fx0ksnknza","Beauvais (hôtel de)",,"Actuellement Cour Administrative d'Appel de Paris (rue François-Miron)."
"place/FRAN_RI_026-d3nzuffbe5--wm2xfa6elz97","d3nzuffbe5--wm2xfa6elz97","Beauvau (hôtel de)",,
"place/FRAN_RI_026-d3m0cuhh9tz-fphlnmfl0emr","d3m0cuhh9tz-fphlnmfl0emr","Beauvau (marché)",,
"place/FRAN_RI_026-d3nzuffzr1--c5b829492pre","d3nzuffzr1--c5b829492pre","Beauvilliers (hôtel de )",,
"place/FRAN_RI_026-d5bknwquss--1whli4madtah4","d5bknwquss--1whli4madtah4","Beaux-Arts (école nationale supérieure des)","Beaux-Arts (palais des)",
"place/FRAN_RI_026-d5bknwutpr-p9c2ep0n0qdd","d5bknwutpr-p9c2ep0n0qdd","Bel Air (hôtel de)",,
"place/FRAN_RI_026-d5bknw3311--8ae8wwkxnpvb","d5bknw3311--8ae8wwkxnpvb","Belle Etoile (enseigne de la)",,
"place/FRAN_RI_026-d5bknwgd51-1w2d6itj29v9e","d5bknwgd51-1w2d6itj29v9e","Belle Image (enseigne de la)",,
"place/FRAN_RI_026-d5bknxh7wp-7jpfimavx1a4","d5bknxh7wp-7jpfimavx1a4","Belle Isle (hôtel de)",,"Rue de Lille."
"place/FRAN_RI_026-d3nzufgygf-1edd9ibb47x5c","d3nzufgygf-1edd9ibb47x5c","Bellevue (hôtel de)",,
"place/FRAN_RI_026-d3nzufhaiz--1egemyzdlzj99","d3nzufhaiz--1egemyzdlzj99","Bénédictines (couvent des)",,
"place/FRAN_RI_026-d3nzufi424--1ry0z9tp7hnn4","d3nzufi424--1ry0z9tp7hnn4","Bénédictines anglaises (couvent des)",,
"place/FRAN_RI_026-d5bknxckf2--2ypvmdj7yxig","d5bknxckf2--2ypvmdj7yxig","Bénédictines de l'Adoration-Perpétuelle (couvent des)",,"Rue Cassette."
"place/FRAN_RI_026-d3m0cuh0cy5-1r9vcqq4eg0s0","d3m0cuh0cy5-1r9vcqq4eg0s0","Bercy (château de)",,
"place/FRAN_RI_026-d5bknwmbmd--1qr7jt0rhgj9x","d5bknwmbmd--1qr7jt0rhgj9x","Bergerie (enseigne de la)",,
"place/FRAN_RI_026-d3nzufl41y-1x4pc4bsyba9m","d3nzufl41y-1x4pc4bsyba9m","Béringhen (hôtel de)",,
"place/FRAN_RI_026-d3m0cuh1ye2--la9uemdkq8gu","d3m0cuh1ye2--la9uemdkq8gu","Bernardins (cloître des)",,
"place/FRAN_RI_026-d3nzuflfwr-pw4lhatbaua0","d3nzuflfwr-pw4lhatbaua0","Bernardins (collège des)",,
"place/FRAN_RI_026-d3m0cugvsxw--1pt99rgdkx4tj","d3m0cugvsxw--1pt99rgdkx4tj","Bernardins (enclos)",,
"place/FRAN_RI_026-d5bknw80fm--11filar54kbt9","d5bknw80fm--11filar54kbt9","Berruyer (hôtel)",,"Rue du Parc-Royal. Voir aussi Jassaud (hôtel de), Camillac (hôtel), Lamoignon (hôtel de), Coursin (hôtel de)."
"place/FRAN_RI_026-d5bknxsww9--1nxfqxdry32cl","d5bknxsww9--1nxfqxdry32cl","Béthune (hôtel de)","Créqui (hôtel de) | Laigue (hôtel de) | Président Talon (hôtel du)","Rue Saint-Guillaume."
"place/FRAN_RI_026-d5bknw1kph--12m951oenc3ul","d5bknw1kph--12m951oenc3ul","Béthune-Sully (hôtel de)",,"Rue Saint-Antoine."
"place/FRAN_RI_026-d5bknw6wk0-llcng2gwosrn","d5bknw6wk0-llcng2gwosrn","Bibliothèque nationale de France","Trésor impérial","Sites Richelieu et Tolbiac."
"place/FRAN_RI_026-d5bknx2t9s--190grcuxxck5u","d5bknx2t9s--190grcuxxck5u","Billette (enseigne de la)",,
"place/FRAN_RI_026-d3nzufnqgw-g95khusazxd1","d3nzufnqgw-g95khusazxd1","Billettes (temple des)","Carmes-Billettes (couvent des)",
"place/FRAN_RI_026-d5bknxetgv--k3axdiys6waz","d5bknxetgv--k3axdiys6waz","Biron (hôtel de)","Maine (hôtel du)","Actuellement Musée Rodin."
"place/FRAN_RI_026-d3nzufoz39-sncaz9fwq4c0","d3nzufoz39-sncaz9fwq4c0","Biron (petit hôtel de)",,
"place/FRAN_RI_026-d3nzufpco5-1qff4vjkvch6g","d3nzufpco5-1qff4vjkvch6g","Blanche (barrière)",,
"place/FRAN_RI_026-d3nzufq6ms--1ks08pi0z28yk","d3nzufq6ms--1ks08pi0z28yk","Blancs-Manteaux (monastère des)",,
"place/FRAN_RI_026-d3nzufqk7o--zxwtxufzwkkd","d3nzufqk7o--zxwtxufzwkkd","Blérancourt (hôtel de)",,
"place/FRAN_RI_026-d5bknxu0zn-3wpufcjxqjis","d5bknxu0zn-3wpufcjxqjis","Bœuf Couronné (enseigne du)",,
"place/FRAN_RI_026-d5bknxas6j-1u7yg8m13xfhv","d5bknxas6j-1u7yg8m13xfhv","Bois Couronné (enseigne du)",,
"place/FRAN_RI_026-d5bknxwz9e--tvsoeeutdky8","d5bknxwz9e--tvsoeeutdky8","Bois de Vincennes (enseigne du)",,
"place/FRAN_RI_026-d5bknxcw9v-1vtzow8ymditu","d5bknxcw9v-1vtzow8ymditu","Boisgelin (hôtel de)","La Rochefoucauld (hôtel de) | La Rochefoucauld-Doudeauville (hôtel de la)","Rue de Varenne."
"place/FRAN_RI_026-d5bknxiur8-t5gm3fxrnlr4","d5bknxiur8-t5gm3fxrnlr4","Boisseau (enseigne du)",,
"place/FRAN_RI_026-d5bknxo8jl-18skxqnib7scq","d5bknxo8jl-18skxqnib7scq","Boissy (collège de)",,
"place/FRAN_RI_026-d3nzufqvuq-1oywggaok3k6p","d3nzufqvuq-1oywggaok3k6p","Bonaparte (caserne)",,
"place/FRAN_RI_026-d3nzufr7xb--1dxt2muzzrrx8","d3nzufr7xb--1dxt2muzzrrx8","Boncourt (collège de)",,
"place/FRAN_RI_026-d3nzufrjs4-11hrlgxs4th2s","d3nzufrjs4-11hrlgxs4th2s","Bonnac (hôtel de)",,
"place/FRAN_RI_026-d5bknxgtgr-1byl6wmmubrr9","d5bknxgtgr-1byl6wmmubrr9","Bon Pasteur (enseigne du)",,
"place/FRAN_RI_026-d5bknw5eny--2gz03x2w65tb","d5bknw5eny--2gz03x2w65tb","Bon Port (enseigne du)",,
"place/FRAN_RI_026-d5bknw0d5x-1r89wd65w7p1f","d5bknw0d5x-1r89wd65w7p1f","Bon Puits (enseigne du)",,
"place/FRAN_RI_026-d3nzufrvmx--sr0dcw1oeix","d3nzufrvmx--sr0dcw1oeix","Bons-Enfants (collège des)",,
"place/FRAN_RI_026-d3nzufsjcj--1hs8jhho662lb","d3nzufsjcj--1hs8jhho662lb","Bordeaux (collège)",,
"place/FRAN_RI_026-d3nzuftl2k-16k0mvva26o4s","d3nzuftl2k-16k0mvva26o4s","Bosse (hôtel de la)",,
"place/FRAN_RI_026-d5bknxahmb--8tycglyr5ica","d5bknxahmb--8tycglyr5ica","Botte (enseigne de la)",,
"place/FRAN_RI_026-d5bknx0etz--1r0z3nlcx2ffq","d5bknx0etz--1r0z3nlcx2ffq","Bouchotte (hôtel)","Vic (hôtel de)","Rue du Temple."
"place/FRAN_RI_026-d3nzufvpdn--8tyl5hcrf50p","d3nzufvpdn--8tyl5hcrf50p","Bouillon (hôtel de)",,
"place/FRAN_RI_026-d3m0cugeppv-1ikughmyxrtzp","d3m0cugeppv-1ikughmyxrtzp","Boulainvilliers (marché)",,
"place/FRAN_RI_026-d5bknxx9lv--10z5sx19wads6","d5bknxx9lv--10z5sx19wads6","Boule Blanche (maison de la)",,
"place/FRAN_RI_026-d3nzufxkf2-yyp9wwtqjcqm","d3nzufxkf2-yyp9wwtqjcqm","Boulogne (bois de)","Rouvray (forêt de)",
"place/FRAN_RI_026-d3nzufxwhm--s3jei7zb95hw","d3nzufxwhm--s3jei7zb95hw","Bourbon (chapelle de)",,
"place/FRAN_RI_026-d3nzufy84o-i5kbq3x7fgae","d3nzufy84o-i5kbq3x7fgae","Bourbon (hôtel de)",,
"place/FRAN_RI_026-d3nzufyjzh--kupq8w4rsmzt","d3nzufyjzh--kupq8w4rsmzt","Bourbon (palais)","Révolution (maison de la)",
"place/FRAN_RI_026-d3nzufyvmj-1ryukgx79k7ku","d3nzufyvmj-1ryukgx79k7ku","Bourbon (petit hôtel de)",,
"place/FRAN_RI_026-d3nzufz7hc--1gusj77rtbg27","d3nzufz7hc--1gusj77rtbg27","Bourbon-Condé (hôtel de)",,
"place/FRAN_RI_026-d3nzufzjzf-x6m1wx570gt8","d3nzufzjzf-x6m1wx570gt8","Bourbonne-les-Bains (hôtel de)",,
"place/FRAN_RI_026-d5bknw6mn1--136on90hy4zw6","d5bknw6mn1--136on90hy4zw6","Bourdon (enseigne du)",,
"place/FRAN_RI_026-d3nzufzx4s-1lx37zlskiwg","d3nzufzx4s-1lx37zlskiwg","Bourgogne (collège de)",,
"place/FRAN_RI_026-d3nzug09mv-10aaxsw75bris","d3nzug09mv-10aaxsw75bris","Bourgogne (hôtel de)",,
"place/FRAN_RI_026-d5bknweyp5--12kruyv32njp7","d5bknweyp5--12kruyv32njp7","Bourses (enseigne des)",,
"place/FRAN_RI_026-d3nzug1apm--19hzns6ncoakl","d3nzug1apm--19hzns6ncoakl","Bourvallais (hôtel de)",,"Place Vendôme."
"place/FRAN_RI_026-d5bknwgwr7-pwoeacnzgyct","d5bknwgwr7-pwoeacnzgyct","Bouteille (enseigne de la)",,
"place/FRAN_RI_026-d5bknwpbty-1tczppc6t56g6","d5bknwpbty-1tczppc6t56g6","Bouteille Verte (enseigne de la)",,
"place/FRAN_RI_026-d3nzug1psu--npz9xkbhe9op","d3nzug1psu--npz9xkbhe9op","Brancas (hôtel de)",,
"place/FRAN_RI_026-d3nzug235y-1gu6owa84mter","d3nzug235y-1gu6owa84mter","Braque (hôtel de)",,
"place/FRAN_RI_026-d5bknx418v-1as91fcvi2anv","d5bknx418v-1as91fcvi2anv","Bras (enseigne du)",,
"place/FRAN_RI_026-d5bknxejro-vtlqg8sn2o8u","d5bknxejro-vtlqg8sn2o8u","Bras d'Or (enseigne du)",,
"place/FRAN_RI_026-d5bknx5lai-z4qal670we6r","d5bknx5lai-z4qal670we6r","Bras de Fer (enseigne du)",,
"place/FRAN_RI_026-d3nzug2f8j--9uy4ktrf00su","d3nzug2f8j--9uy4ktrf00su","Bretagne (hôtel de)",,
"place/FRAN_RI_026-d3nzug2qvl--12659v7v0y80a","d3nzug2qvl--12659v7v0y80a","Breteuil (hôtel de)","Missan (hôtel de) | Dangeau (hôtel) | Lafont (hôtel) | Sainson (hôtel de)","Place des Vosges."
"place/FRAN_RI_026-d3nzug32y5-137ukwgtr68it","d3nzug32y5-137ukwgtr68it","Bretonvilliers (hôtel de)",,"Rue de Bretonvilliers et rue Saint-Louis-en-L'Ile."
"place/FRAN_RI_026-d3nzug3f0p-18p6j9j783clu","d3nzug3f0p-18p6j9j783clu","Bréval (hôtel de)",,
"place/FRAN_RI_026-d3nzug3r3a--hy576lkozdy7","d3nzug3r3a--hy576lkozdy7","Brézolle (hôtel de)",,
"place/FRAN_RI_026-d3nzug43ld-1mm0rn8yx1p59","d3nzug43ld-1mm0rn8yx1p59","Brienne (hôtel de)",,"Rue Saint-Dominique. Actuellement ministère de la Défense. Voir aussi Broglie (hôtel de)."
"place/FRAN_RI_026-d3nzug4xrs-z2dc928tprvd","d3nzug4xrs-z2dc928tprvd","Briffe (hôtel de la)",,"Quai Voltaire."
"place/FRAN_RI_026-d3nzug5toa--1l9u228c5k6uc","d3nzug5toa--1l9u228c5k6uc","Brionne (hôtel de)","Grand-Ecuyer (hôtel du)",
"place/FRAN_RI_026-d3nzug67wg-7m8cuzxsw1vu","d3nzug67wg-7m8cuzxsw1vu","Brissac (hôtel de)",,
"place/FRAN_RI_026-d3nzug6kej--19mkduc9oa1d4","d3nzug6kej--19mkduc9oa1d4","Broglie (hôtel de)",,"Cette dénomination correspond à 2 hôtels situés : anciens hôtels situés de Brienne et de Broglie (rue Saint-Dominique) et Hôtel de Castries ou ancien hôtel de Broglie (rue de Varenne)."
"place/FRAN_RI_026-d3nzug0lx7--1nb7q3w0redts","d3nzug0lx7--1nb7q3w0redts","Brongniart (palais)",,
"place/FRAN_RI_026-d3nzug6wwn-oekninlrw5m7","d3nzug6wwn-oekninlrw5m7","Buci (hôtel de)",,
"place/FRAN_RI_026-d3nzug7qnj-2t1benkc2jx4","d3nzug7qnj-2t1benkc2jx4","Buffon (lycée)",,
"place/FRAN_RI_026-d3nzug8m4i-1ciaf05umtm50","d3nzug8m4i-1ciaf05umtm50","Bullion (hôtel de)","Foretz (hôtel de)","Cette dénomination correspond à 2 hôtels situés : rue du Coq Héron, rue Hautefeuille (également dénommé Foretz (hôtel de))."
"place/FRAN_RI_026-d3m0cufzdvo--yjzyoqlv32yq","d3m0cufzdvo--yjzyoqlv32yq","Butte Montmartre (maison de santé de la)",,
"place/FRAN_RI_026-d5bknwi6vv-15sap5vdyqimi","d5bknwi6vv-15sap5vdyqimi","Buttes-Chaumont (parc des)",,
"place/FRAN_RI_026-d5bknw3ya9-6lhzus4l5i7c","d5bknw3ya9-6lhzus4l5i7c","Cabat d'Or (enseigne du)",,
"place/FRAN_RI_026-d5bknwwukp--w4opbfgvh3fr","d5bknwwukp--w4opbfgvh3fr","Cage (enseigne de la)",,
"place/FRAN_RI_026-d5bknxfxci-wqxwgpzbo0v8","d5bknxfxci-wqxwgpzbo0v8","Cage Rouge (enseigne de la)",,
"place/FRAN_RI_026-d3nzug9vlw--a1dvno99l1a8","d3nzug9vlw--a1dvno99l1a8","Calvy (collège)",,
"place/FRAN_RI_026-d3nzuga7oh-zusefewqujfd","d3nzuga7oh-zusefewqujfd","Cambrai (collège de)","Trois Evêques (collège des)",
"place/FRAN_RI_026-d5bknwlhnp--19tqy6cummn12","d5bknwlhnp--19tqy6cummn12","Camillac (hôtel)",,"Rue du Parc-Royal. Voir aussi Jassaud (hôtel de), Berruyer (hôtel), Lamoignon (hôtel de), Coursin (hôtel de)."
