"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant du lieu dans la version du référentiel interne au SIA (RI_025)","Dénomination préférée (skos:prefLabel)","Historique (rico:history)"
"place/FRAN_RI_025-d3nzbx6sme-197sls6lt6w4p","d3nzbx6sme-197sls6lt6w4p","Marché-du-Marais (ruelle du)","Actuellement rue des Oiseaux."
"place/FRAN_RI_025-d3nzbx73m5--1c5ykzr4if5t8","d3nzbx73m5--1c5ykzr4if5t8","Marché-Neuf (passage du)","Voie supprimée également dénommée passage Boisselier."
"place/FRAN_RI_025-d3nzbx7zqf-v2ieo26jmuhp","d3nzbx7zqf-v2ieo26jmuhp","Marché-Neuf (quai du)","Voie actuelle. Autre(s) nom(s) : rue de l'Orberie ou de l'Herberie, rue du Marché-Neuf."
"place/FRAN_RI_025-d3nzbx8bdh--1wurwiy226nq2","d3nzbx8bdh--1wurwiy226nq2","Marché-Neuf (rue du)","Actuellement quai du Marché-Neuf."
"place/FRAN_RI_025-d3nzbx8msr-103qgk4sz4445","d3nzbx8msr-103qgk4sz4445","Marché-Ordener (rue du)","Voie actuelle."
"place/FRAN_RI_025-d3nzbx8yft--1oo1winaz9m17","d3nzbx8yft--1oo1winaz9m17","Marché-Palu (rue du)","Cette dénomination correspond à 3 voies : voie ancienne : voir rue Saint-Christophe. Voie ancienne : voir rue de la Calandre. Actuelle partie de la rue de la Cité."
"place/FRAN_RI_025-d3nzbx99v3-xpwws6ik597f","d3nzbx99v3-xpwws6ik597f","Marché-Popincourt (rue du)","Voie actuelle."
"place/FRAN_RI_025-d3nzbx9l2m-1b75i5798gq0y","d3nzbx9l2m-1b75i5798gq0y","Marché-Saint-Antoine (cour du)","Voie actuelle."
"place/FRAN_RI_025-d3nzbxbh6t--y2je3fir2ln1","d3nzbxbh6t--y2je3fir2ln1","Marché-Sainte-Catherine (place du)","Voie actuelle."
"place/FRAN_RI_025-d3nzbx9whw--1ocvnwsz4pz4w","d3nzbx9whw--1ocvnwsz4pz4w","Marché-Saint-Honoré (place du)","Voie actuelle. Autre(s) nom(s) : place du Marché-des-Jacobins, place Robespierre."
"place/FRAN_RI_025-d3nzbxa84y-1fj4ausbzkc4k","d3nzbxa84y-1fj4ausbzkc4k","Marché-Saint-Honoré (rue du)","Voie actuelle. Autre(s) nom(s) : rue du Marché-des-Jacobins, rue Robespierre."
"place/FRAN_RI_025-d3nzbxajzr--1ab84di8n0zx","d3nzbxajzr--1ab84di8n0zx","Marché-Saint-Jean (place du)","Actuellement partie de la rue du Bourg-Tibourg et de la place Baudoyer."
"place/FRAN_RI_025-d3nzbxauzj-167t5eblhlxsk","d3nzbxauzj-167t5eblhlxsk","Marché-Saint-Laurent (rue du)","Voie supprimée."
"place/FRAN_RI_025-d3nzbxb672-1mwr4gqhl6p1i","d3nzbxb672-1mwr4gqhl6p1i","Marché-Saint-Martin (rue du)","Actuellement rue Réaumur entre les rues Volta et de Turbigo."
"place/FRAN_RI_025-d3nzbwlpmx-rignwcchp956","d3nzbwlpmx-rignwcchp956","Marc-Sangnier (avenue)","Voie actuelle."
"place/FRAN_RI_025-d3nzbwm0mp--1timxowtjc955","d3nzbwm0mp--1timxowtjc955","Marc-Séguin (rue)","Voie actuelle. Autre(s) nom(s) : rue Séguin."
"place/FRAN_RI_025-d3nzbxbs6l--1pydbnr76a6o8","d3nzbxbs6l--1pydbnr76a6o8","Mardelet (rue)","Voir rue Marderet."
"place/FRAN_RI_025-d3nzbxc36d--cd1i5k4ne0c3","d3nzbxc36d--cd1i5k4ne0c3","Marderet (rue)","Ou rue Mardelet. Voir rue Verdelet."
"place/FRAN_RI_025-d3nzbxqxz9--1b023nah2bw0r","d3nzbxqxz9--1b023nah2bw0r","Mare (impasse de la)","Cette dénomination correspond à 2 voies : voie actuelle également dénommée impasse d'Isly. Voie supprimée."
"place/FRAN_RI_025-d3nzbxr9u3-2ovvwt1okfne","d3nzbxr9u3-2ovvwt1okfne","Mare (passage de la)","Actuellement rue Botha."
"place/FRAN_RI_025-d3nzbxrkm3--mbw94r2kucmv","d3nzbxrkm3--mbw94r2kucmv","Mare (rue de la)","Voie actuelle. Autre(s) nom(s) : ruelle des Nonnains, rue des Nonnains-de-la-Mare."
"place/FRAN_RI_025-d3nzbxrvtm--brijbf4nrq8p","d3nzbxrvtm--brijbf4nrq8p","Maréchal-de-Lattre-de-Tassigny (place du)","Voie actuelle."
"place/FRAN_RI_025-d3nzbxs6lm--61dnm66ses0j","d3nzbxs6lm--61dnm66ses0j","Maréchal-Fayolle (avenue du)","Voie actuelle."
"place/FRAN_RI_025-d3nzbxshdm--nz8xw8921nxp","d3nzbxshdm--nz8xw8921nxp","Maréchal-Franchet-d'Espérey (avenue du)","Voie actuelle."
"place/FRAN_RI_025-d3nzbxssde-q03a2ac6e1c9","d3nzbxssde-q03a2ac6e1c9","Maréchal-Gallieni (avenue du)","Voie actuelle. Autre(s) nom(s) : avenue du Général-Gallieni."
"place/FRAN_RI_025-d3nzbxt35e-1xi7nl1exr23u","d3nzbxt35e-1xi7nl1exr23u","Maréchal-Harispe (rue du)","Voie actuelle."
"place/FRAN_RI_025-d3nzbxte56--1atigl6ki8pe5","d3nzbxte56--1atigl6ki8pe5","Maréchal-Joffre (avenue du)","Actuellement partie de l'avenue du Maréchal-Fayolle."
"place/FRAN_RI_025-d3nzbxtp4x-1thupwl3v0bzt","d3nzbxtp4x-1thupwl3v0bzt","Maréchal-Juin (place du)","Voie actuelle. Autre(s) nom(s) : place Pereire."
"place/FRAN_RI_025-d3nzbxu04p--p4guejhjx4ib","d3nzbxu04p--p4guejhjx4ib","Maréchal-Leclerc (rue du)","Voie actuelle."
"place/FRAN_RI_025-d3nzbxub4h-lnm9lt9emard","d3nzbxub4h-lnm9lt9emard","Maréchal-Lyautey (avenue du)","Voie actuelle."
"place/FRAN_RI_025-d3nzbxulwh-sh17647f7qfk","d3nzbxulwh-sh17647f7qfk","Maréchal-Maunoury (avenue du)","Voie actuelle."
"place/FRAN_RI_025-d3nzbxuww9-3gpbvudca0jj","d3nzbxuww9-3gpbvudca0jj","Maréchal-Maunoury (rue du)","Actuellement rue Maspéro."
"place/FRAN_RI_025-d3nzbxvt0i-rpj9c166sahi","d3nzbxvt0i-rpj9c166sahi","Maréchal-Pétain (avenue du)","Voir avenue de la Division-Leclerc."
"place/FRAN_RI_025-d3nzbxw4nk-15hmcur9j47b2","d3nzbxw4nk-15hmcur9j47b2","Maréchaux (cour des)","Voie actuelle."
"place/FRAN_RI_025-d3nzbxwfnb--1fjh8qdyfp711","d3nzbxwfnb--1fjh8qdyfp711","Marengo (chemin de ronde de)","Voir chemin de ronde de Bercy."
"place/FRAN_RI_025-d3nzbxwqfb-4rnkl6eil3p1","d3nzbxwqfb-4rnkl6eil3p1","Marengo (place de)","Voir place de l'Oratoire."
"place/FRAN_RI_025-d3nzbxx17c--co4vfbflwzkz","d3nzbxx17c--co4vfbflwzkz","Marengo (rue de)","Cette dénomination correspond à 2 voies : voie actuelle également dénommée rue du Coq-Saint-Honoré, rue Richebourg ou Richebourc, rue du Coq. Actuelle rue de Charenton."
"place/FRAN_RI_025-d3nzbxxbzc-17kql41ekg72f","d3nzbxxbzc-17kql41ekg72f","Margaux (cour)","Voie supprimée."
"place/FRAN_RI_025-d3nzbxxmrc-1fm9tu5zj5nwd","d3nzbxxmrc-1fm9tu5zj5nwd","Marguerin (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzbxxxr4--12wfkf25nrn9r","d3nzbxxxr4--12wfkf25nrn9r","Marguerite-Boucicaut (rue)","Voie actuelle. Autre(s) nom(s) : rue Boucicaut."
"place/FRAN_RI_025-d3nzbxy8qw--1rt59nfjip7tr","d3nzbxy8qw--1rt59nfjip7tr","Marguerite-de-Navarre (place)","Voie actuelle."
"place/FRAN_RI_025-d3nzbxyjye--dtcrxkp2oe6h","d3nzbxyjye--dtcrxkp2oe6h","Marguerite-Duras (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzbxyuqf--18ca3p3gpzc29","d3nzbxyuqf--18ca3p3gpzc29","Marguerite-Long (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzbxzgi7--pgh708qawg9r","d3nzbxzgi7--pgh708qawg9r","Marguerites (rue des)","Actuellement rue des Cévennes."
"place/FRAN_RI_025-d3nzbxz5q6-1vitbk183kyd0","d3nzbxz5q6-1vitbk183kyd0","Marguerite-Yourcenar (allée)","Voie actuelle."
"place/FRAN_RI_025-d3nzbxzrhy-y4631qyqbaie","d3nzbxzrhy-y4631qyqbaie","Margueritte (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzby0nm8--1fxf4dgo0ej1f","d3nzby0nm8--1fxf4dgo0ej1f","Marguettes (impasse des)","Voie supprimée."
"place/FRAN_RI_025-d3nzby0z99--bvl9xrhnqajx","d3nzby0z99--bvl9xrhnqajx","Marguettes (rue des)","Voie actuelle."
"place/FRAN_RI_025-d3nzby1a91-z8p5i1ig0ny8","d3nzby1a91-z8p5i1ig0ny8","Marguilliers (rue des)","Actuellement partie de la rue Grégoire-de-Tours."
"place/FRAN_RI_025-d3nzby1l11-gy6a16xtl4f9","d3nzby1l11-gy6a16xtl4f9","Maria-Callas (allée)","Voie actuelle."
"place/FRAN_RI_025-d3nzby1vt1-rjwt49s7uu1u","d3nzby1vt1-rjwt49s7uu1u","Maria-Callas (place)","Voie actuelle."
"place/FRAN_RI_025-d3nzby26st-x8ovjrtm0p1l","d3nzby26st-x8ovjrtm0p1l","Maria-Deraismes (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzby2hkt-iiiyz7utv7i1","d3nzby2hkt-iiiyz7utv7i1","Maria-Doriath (allée)","Voie actuelle."
"place/FRAN_RI_025-d3nzby30by--d4ep63a3673t","d3nzby30by--d4ep63a3673t","Marie (cité)","Voie actuelle."
"place/FRAN_RI_025-d3nzby3bbq--2k0zcrc63kpo","d3nzby3bbq--2k0zcrc63kpo","Marie (pont)","Voie actuelle."
"place/FRAN_RI_025-d3nzby3mbh-1lgw1xxbfwz0b","d3nzby3mbh-1lgw1xxbfwz0b","Marie (rue)","Cette dénomination correspond à 2 voies : actuelle partie de la rue Auguste-Vitu. Actuelle rue Saint-Louis-en-l'Ile."
"place/FRAN_RI_025-d3nzby3xb9--zyo7v1ljd8ka","d3nzby3xb9--zyo7v1ljd8ka","Marie-Andrée-Lagroua-Weill-Hallé (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzby48b1--1oz035bfmaygb","d3nzby48b1--1oz035bfmaygb","Marie-Anne-Colombier (rue)","Voie supprimée."
"place/FRAN_RI_025-d3nzby4j31--141aibngcx0rv","d3nzby4j31--141aibngcx0rv","Marie-Antoinette (rue)","Actuellement rue Yvonne-Le-Tac."
"place/FRAN_RI_025-d3nzby4tv1-3f0s62fqrud1","d3nzby4tv1-3f0s62fqrud1","Marie-Benoist (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzby5pzb-uw0d2zn84j3r","d3nzby5pzb-uw0d2zn84j3r","Marie-Blanche (impasse)","Voie actuelle. Autre(s) nom(s) : passage Sainte-Marie."
"place/FRAN_RI_025-d3nzby61mc-1ncugwrb8ayzb","d3nzby61mc-1ncugwrb8ayzb","Marie-Claude-Vaillant-Couturier (place)","Voie actuelle."
"place/FRAN_RI_025-d3nzby6ced-s7i2m0aq5xw2","d3nzby6ced-s7i2m0aq5xw2","Marié-Davy (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzby6n6d--1is0pn2sxapy9","d3nzby6n6d--1is0pn2sxapy9","Marie-de-Miribel (place)","Voie actuelle."
"place/FRAN_RI_025-d3nzby6y64--4sohoi8nqyp7","d3nzby6y64--4sohoi8nqyp7","Marie-de-Poissy (rue)","Actuellement partie de la rue de La-Reynie."
"place/FRAN_RI_025-d3nzby795w-5az74wfj5uc2","d3nzby795w-5az74wfj5uc2","Marie-de-Régnier (impasse)","Voie actuelle."
"place/FRAN_RI_025-d3nzby7jxw--c6mbwin6samf","d3nzby7jxw--c6mbwin6samf","Marie-et-Louise (rue)","Voie actuelle. Autre(s) nom(s) : rue Marie-Louise."
"place/FRAN_RI_025-d3nzby7vd7-ue1zmdw493fb","d3nzby7vd7-ue1zmdw493fb","Marie-Hermant (passage)","Voie supprimée."
"place/FRAN_RI_025-d3nzby86cy--1ql8ixw2a8b7g","d3nzby86cy--1ql8ixw2a8b7g","Marie-José-Nicoli (place)","Voie actuelle."
"place/FRAN_RI_025-d3nzby8hcq--2wz2tvyysb53","d3nzby8hcq--2wz2tvyysb53","Marie-Laurencin (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzby8s4q--1v2bhm5p0wqq7","d3nzby8s4q--1v2bhm5p0wqq7","Marie-Laurent (allée)","Voie actuelle."
"place/FRAN_RI_025-d3nzby93c9--hddi245b4h16","d3nzby93c9--hddi245b4h16","Marie-Louise (rue)","Actuellement rue Marie-et Louise."
"place/FRAN_RI_025-d3nzby9e49--c4v6v74fjb11","d3nzby9e49--c4v6v74fjb11","Marie-Louise-Dubreil-Jacotin (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzby9owa--16ha8qin16xjr","d3nzby9owa--16ha8qin16xjr","Marie-Madeleine-Fourcade (place)","Voie actuelle."
"place/FRAN_RI_025-d3nzbyakss--1jd4ue2z8odfc","d3nzbyakss--1jd4ue2z8odfc","Marie-Pape-Carpantier (rue)","Voie actuelle. Autre(s) nom(s) : rue Pape-Carpentier, rue Carpentier, Charpentier, Charpentière, Apentier ou Arpentier."
"place/FRAN_RI_025-d3nzbyawnl-1nvjhens2aks8","d3nzbyawnl-1nvjhens2aks8","Marie-Rose (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzbyb7fl--xo387fwacsjh","d3nzbyb7fl--xo387fwacsjh","Marie-Stuart (rue)","Voie actuelle. Autre(s) nom(s) : rue Tireboudin."
"place/FRAN_RI_025-d3nzbybt7d-12coc6032mps4","d3nzbybt7d-12coc6032mps4","Marietta-Martin (rue)","Voie actuelle. Autre(s) nom(s) : rue de la Muette."
"place/FRAN_RI_025-d3nzbyc3zd--uk7a6uu2t7i3","d3nzbyc3zd--uk7a6uu2t7i3","Mariettes (rue des)","Actuellement rue des Marmousets."
"place/FRAN_RI_025-d3nzbybifd--hztafb6cuo6e","d3nzbybifd--hztafb6cuo6e","Marie-Vassilieff (villa)","Voie actuelle."
"place/FRAN_RI_025-d3nzbycerd-g7vttjvwu9qp","d3nzbycerd-g7vttjvwu9qp","Marignan (passage)","Voie actuelle."
"place/FRAN_RI_025-d3nzbycpr5--1s2goqzkmyypl","d3nzbycpr5--1s2goqzkmyypl","Marignan (rue de)","Voie actuelle."
"place/FRAN_RI_025-d3nzbyd0qx-c1ndaxmt288v","d3nzbyd0qx-c1ndaxmt288v","Marigny (avenue de)","Voie actuelle. Autre(s) nom(s) : rue de Marigny."
"place/FRAN_RI_025-d3nzbydbqo-1mgmmddibo3ft","d3nzbydbqo-1mgmmddibo3ft","Marigny (rue de)","Actuellement avenue de Marigny."
"place/FRAN_RI_025-d3nzbydmqg--vpf6p43jkm3l","d3nzbydmqg--vpf6p43jkm3l","Mariniers (chemin des)","Voie supprimée."
"place/FRAN_RI_025-d3nzbydxq7-fh4liyed7igc","d3nzbydxq7-fh4liyed7igc","Mariniers (passage des)","Cette dénomination correspond à 2 voies : actuelle rue des Mariniers. Voie supprimée."
"place/FRAN_RI_025-d3nzbye8ag-72b0k3y3bhzl","d3nzbye8ag-72b0k3y3bhzl","Mariniers (rue des)","Voie actuelle. Autre(s) nom(s) : passage des Mariniers."
"place/FRAN_RI_025-d3nzbyeja8-i2i7usldlsy8","d3nzbyeja8-i2i7usldlsy8","Mariniers (sentier des)","Cette dénomination correspond à 2 voies : actuelle partie de la rue Didot. Voie ancienne : voir chemin des Mariniers."
"place/FRAN_RI_025-d3nzbyfeyz-1n857jcfuj8qm","d3nzbyfeyz-1n857jcfuj8qm","Marinoni (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzbyg1ls--ubhizyw6zfkf","d3nzbyg1ls--ubhizyw6zfkf","Mariollet (rue du)","Voir rue des Marionnettes."
"place/FRAN_RI_025-d3nzbyfqm0-1r29nryu4mmdh","d3nzbyfqm0-1r29nryu4mmdh","Mario-Nikis (rue)","Voie actuelle. Autre(s) nom(s) : rue Grouselle."
"place/FRAN_RI_025-d3nzbygclk--1jbtea8q9x5gg","d3nzbygclk--1jbtea8q9x5gg","Marionnettes (rue des)","Cette dénomination correspond à 2 voies : actuelle rue des Marmousets. Voie supprimée également dénommée rue du Mariollet et du Marjollet."
"place/FRAN_RI_025-d3nzbygnlb-4cg1tpe0esmt","d3nzbygnlb-4cg1tpe0esmt","Mariotte (rue)","Voie actuelle. Autre(s) nom(s) : petite rue de l'Eglise."
"place/FRAN_RI_025-d3nzbygydb-1clooqsszh0d5","d3nzbygydb-1clooqsszh0d5","Marius-Aufan (rue)","Voie supprimée."
"place/FRAN_RI_025-d3nzbyh9d3--1922dvd6of0h5","d3nzbyh9d3--1922dvd6of0h5","Marius-Barroux (allée)","Voie actuelle."
"place/FRAN_RI_025-d3nzbyhkcv-1sqwladguptsk","d3nzbyhkcv-1sqwladguptsk","Marivas (rue)","Cette dénomination correspond à 2 voies : actuelle partie de la rue Pavée. Actuelle rue Nicolas-Flamel."
"place/FRAN_RI_025-d3nzbyhv4v--pdc4r4xdys3a","d3nzbyhv4v--pdc4r4xdys3a","Marivaux (grande rue)","Actuellement rue Nicolas-Flamel."
"place/FRAN_RI_025-d3nzbyi64n--hk69g1bxgcvc","d3nzbyi64n--hk69g1bxgcvc","Marivaux (petite rue)","Cette dénomination correspond à 2 voies : actuelle rue Nicolas-Flamel. Actuelle partie de la rue Pernelle."
"place/FRAN_RI_025-d3nzbyirwe--yl88sg2uprz8","d3nzbyirwe--yl88sg2uprz8","Marivaux (rue)","Ou rue Marivas. Actuellement partie de la rue Pavée."
"place/FRAN_RI_025-d3nzbyigwn--1byuo3kdb13gr","d3nzbyigwn--1byuo3kdb13gr","Marivaux (rue de)","Voie actuelle."
"place/FRAN_RI_025-d3nzbyj2of-mitwyhsyxvc9","d3nzbyj2of-mitwyhsyxvc9","Marivaux-des-Lombards (rue)","Actuellement rue Nicolas-Flamel."
"place/FRAN_RI_025-d3nzbyjdgf--1pa2hh93qd7ho","d3nzbyjdgf--1pa2hh93qd7ho","Marjollet (rue du)","Voir rue des Marionnettes."
"place/FRAN_RI_025-d3nzbyk956--1tv6laxoang17","d3nzbyk956--1tv6laxoang17","Marle (rue de)","Voir rue des Batailles."
"place/FRAN_RI_025-d3nzbykks7-1ag6l6u02llcq","d3nzbykks7-1ag6l6u02llcq","Marlène-Dietrich (place)","Voie actuelle."
"place/FRAN_RI_025-d3nzbykvrz--182it2e54bptd","d3nzbykvrz--182it2e54bptd","Marly (passage)","Voie supprimée."
"place/FRAN_RI_025-d3nzbyl6rr-fkdtrv1px70l","d3nzbyl6rr-fkdtrv1px70l","Marmite (passage de la)","Voir passage du Commerce."
"place/FRAN_RI_025-d3nzbylhjr-n571i0dxcsih","d3nzbylhjr-n571i0dxcsih","Marmontel (passage)","Actuellement partie de la rue Victor-Duruy."
"place/FRAN_RI_025-d3nzbylsjj--1go5kjp7c83b","d3nzbylsjj--1go5kjp7c83b","Marmontel (rue)","Précédemment partie de la petite rue ou ruelle des Tournelles entre les rues de l'Abbé-Groult et de la Convention."
"place/FRAN_RI_025-d3nzbym3ja-1mk8vq2zdk9nj","d3nzbym3ja-1mk8vq2zdk9nj","Marmousets (rue des)","Cette dénomination correspond à 2 voies : voie actuelle également dénommée rue des Marionnettes ou Mariettes. Actuelle partie de la rue Chanoinesse."
"place/FRAN_RI_025-d3nzbymej2--yt21amfsorv9","d3nzbymej2--yt21amfsorv9","Marmousets-de-la-Cité (rue des)","Voir rue des Marmousets."
"place/FRAN_RI_025-d3nzbympit--gon8yo7szkgm","d3nzbympit--gon8yo7szkgm","Marmouzet (rue du)","Ou rue des Marmouzettes ou rue des Marmozets. Actuellement partie de la rue Chanoinesse."
"place/FRAN_RI_025-d3nzbyn0il--18io3hypkizv4","d3nzbyn0il--18io3hypkizv4","Marmouzets (cul-de-sac des)","Voir cul-de-sac Saint-Pierre-Gourtin."
"place/FRAN_RI_025-d3nzbynbid-2nvoq1tb52pp","d3nzbynbid-2nvoq1tb52pp","Marmouzettes (rue des)","Voir rue des Marmousets."
"place/FRAN_RI_025-d3nzbynmad-og93ogyvll92","d3nzbynmad-og93ogyvll92","Marmozets (rue des)","Voir rue des Marmousets."
"place/FRAN_RI_025-d3nzbypzv5--18yopm2a4jfbk","d3nzbypzv5--18yopm2a4jfbk","Marne (quai de la)","Voie actuelle."
"place/FRAN_RI_025-d3nzbyqbpy--90nhlwv7d2q0","d3nzbyqbpy--90nhlwv7d2q0","Marne (rue de la)","Voie actuelle. Autre(s) nom(s) : rue de Montpensier."
"place/FRAN_RI_025-d3nzbyvkc2--55i11rfj27by","d3nzbyvkc2--55i11rfj27by","Maroc (impasse du)","Voie actuelle."
"place/FRAN_RI_025-d3nzbyvwen-1br5c7s7o7gqp","d3nzbyvwen-1br5c7s7o7gqp","Maroc (place du)","Voie actuelle."
"place/FRAN_RI_025-d3nzbyw76n--199y9dgycu1jm","d3nzbyw76n--199y9dgycu1jm","Maroc (rue du)","Voie actuelle. Autre(s) nom(s) : rue de Mogador."
"place/FRAN_RI_025-d3nzbywhyn--1rkh4u9jy5j3h","d3nzbywhyn--1rkh4u9jy5j3h","Marolio (rue)","Voir rue du Cloître-Saint-Benoît."
"place/FRAN_RI_025-d3nzbywtdy--1ucjid5ywk6hn","d3nzbywtdy--1ucjid5ywk6hn","Maronites (rue des)","Voie actuelle. Autre(s) nom(s) : rue de Constantine."
"place/FRAN_RI_025-d3nzbyx4dp--6pmviyr3fbmt","d3nzbyx4dp--6pmviyr3fbmt","Marqfoy (rue)","Actuellement rue Robert-Blache."
"place/FRAN_RI_025-d3nzbyxfl8-16v8o7y18zsb3","d3nzbyxfl8-16v8o7y18zsb3","Marquette (rue)","Voie supprimée."
"place/FRAN_RI_025-d3nzbyxql0-f30wpmr40gk5","d3nzbyxql0-f30wpmr40gk5","Marquis-d'Arlandes (rue du)","Voie actuelle."
"place/FRAN_RI_025-d3nzbyy1sj-x9p1tshvms1g","d3nzbyy1sj-x9p1tshvms1g","Marronniers (rue des)","Voie actuelle."
"place/FRAN_RI_025-d3nzbyyckj--1qmgca88b7izs","d3nzbyyckj--1qmgca88b7izs","Marseillaise (allée de la)","Actuellement partie de la rue de la Marseillaise."
"place/FRAN_RI_025-d3nzbyynkb--9psz0ol3xux5","d3nzbyynkb--9psz0ol3xux5","Marseillaise (rue de la)","Voie actuelle."
"place/FRAN_RI_025-d3nzbyyyzl--ymio8zzxrdi1","d3nzbyyyzl--ymio8zzxrdi1","Marseille (rue de)","Cette dénomination correspond à 3 voies : voie actuelle également dénommée rue du Havre. Actuelle rue Antoine-Dubois. Actuelle partie de la rue de Crimée."
"place/FRAN_RI_025-d3nzbyza74-5fb66n7dst0d","d3nzbyza74-5fb66n7dst0d","Marsollier (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzbyzlme-1rm0v1oj13vsk","d3nzbyzlme-1rm0v1oj13vsk","Marsoulan (rue)","Voie actuelle. Autre(s) nom(s) : rue Ruty."
"place/FRAN_RI_025-d3nzbz0ilp--bq7kqgx6vo7l","d3nzbz0ilp--bq7kqgx6vo7l","Marteau (impasse)","Voie actuelle."
"place/FRAN_RI_025-d3nzbz0u8r--16a4of9ga47o","d3nzbz0u8r--16a4of9ga47o","Martel (avenue)","Voie supprimée."
"place/FRAN_RI_025-d3nzbz150r-1med5dkfkxmkh","d3nzbz150r-1med5dkfkxmkh","Martel (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzbz1g8a--161ecnasdi6y2","d3nzbz1g8a--161ecnasdi6y2","Martel-Saint-Jean (rue du)","Voir rue du Martroi-Saint-Jean."
"place/FRAN_RI_025-d3nzbz1rft--1ulwqg5y246ai","d3nzbz1rft--1ulwqg5y246ai","Marteret (rue)","Cette dénomination correspond à 2 voies : voie ancienne : voir rue du Martroi-Saint-Jean. Voie ancienne : voir rue des Vieilles-Garnisons."
"place/FRAN_RI_025-d3nzbz22fl--jft7zbrap25p","d3nzbz22fl--jft7zbrap25p","Marthe-Simard (place)","Voie actuelle."
"place/FRAN_RI_025-d3nzbz2dfd-3ze0nungyztn","d3nzbz2dfd-3ze0nungyztn","Martignac (cité)","Voie actuelle."
"place/FRAN_RI_025-d3nzbz2of4-1817v3husj6c0","d3nzbz2of4-1817v3husj6c0","Martignac (rue de)","Voie actuelle."
"place/FRAN_RI_025-d3nzbz2zmn-fqx9bkdhazyt","d3nzbz2zmn-fqx9bkdhazyt","Martin (rue)","Cette dénomination correspond à 2 voies : actuelle rue Caillié. Actuelle rue Emile-Allez."
"place/FRAN_RI_025-d3nzbz3amf--1sd3gnmsx7ynp","d3nzbz3amf--1sd3gnmsx7ynp","Martin-Alésoires (rue)","Actuellement rue du Jardinet."
"place/FRAN_RI_025-d3nzbz3lty-1ti4dcqp9zfqj","d3nzbz3lty-1ti4dcqp9zfqj","Martin-Bernard (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzbz3x1h--oybo49x50rcw","d3nzbz3x1h--oybo49x50rcw","Martin-Garat (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nzbz4j10--35nvvoexkz5x","d3nzbz4j10--35nvvoexkz5x","Martini (impasse)","Voie actuelle. Autre(s) nom(s) : impasse de l'Egout , cul-de-sac de l'Egout."
"place/FRAN_RI_025-d3nzbz5gfu-lp3jomkzauwr","d3nzbz5gfu-lp3jomkzauwr","Martinique (rue de la)","Voie actuelle."
"place/FRAN_RI_025-d3nzbz47th--1gulvfpynd8uy","d3nzbz47th--1gulvfpynd8uy","Martin-Nadaud (place)","Voie actuelle."
"place/FRAN_RI_025-d3nzbz5sie--o2bo1nqn6sm7","d3nzbz5sie--o2bo1nqn6sm7","Martrai (rue du)","Voir rue des Vieilles-Garnisons."
"place/FRAN_RI_025-d3nzbz63i6-mprfyp0bcmng","d3nzbz63i6-mprfyp0bcmng","Martrai-Saint-Jean (rue du)","Voir rue du Martrai."
"place/FRAN_RI_025-d3nzbz6epp-10701bpqzo3h0","d3nzbz6epp-10701bpqzo3h0","Martroi (rue du)","Voir rue du Martroi-Saint-Jean."
"place/FRAN_RI_025-d3nzbz6px8--1ozp9pyg17ael","d3nzbz6px8--1ozp9pyg17ael","Martroi-Saint-Jean (rue du)","Voie supprimée également dénommée rue du Chevet-Saint-Jean, rue Marteret, rue du Martrai, rue du Martroi et du Martroi-Saint-Jean, rue du Martel-Saint-Jean."
"place/FRAN_RI_025-d3nzbz71ci-18luwybzufin7","d3nzbz71ci-18luwybzufin7","Marty (impasse)","Voie actuelle."
"place/FRAN_RI_025-d3nzbz7ck1--16kme0z0b65zx","d3nzbz7ck1--16kme0z0b65zx","Martyrs (boulevard des)","Actuellement partie du boulevard de Clichy."
"place/FRAN_RI_025-d3nzbz7oeu-15hddj9od4h6v","d3nzbz7oeu-15hddj9od4h6v","Martyrs (chaussée des)","Actuellement partie de la rue des Martyrs."
"place/FRAN_RI_025-d3nzbz7zu4-1fmdvmda04bhf","d3nzbz7zu4-1fmdvmda04bhf","Martyrs (chemin de ronde des)","Actuellement partie du boulevard de Clichy."
"place/FRAN_RI_025-d3nzbz8bh6--1jy3k6v9ife3j","d3nzbz8bh6--1jy3k6v9ife3j","Martyrs (rue des)","Voie actuelle. Autre(s) nom(s) : rue des Porcherons, rue du Champ-de-Repos."
